lokalita,kraj,pod_uhli,pod_plyn,pod_bio,pod_olej,pod_ost,vykon,nad_10_czk,nad_10_gj,pod_10_czk,pod_10_gj,cptv_czk,cptv_gj,prim_rozv_czk,prim_rozv_gj,cvs_czk,cvs_gj,cvs_voda_czk,cvs_voda_gj,blok_kot_czk,blok_kot_gj,sek_rozv_czk,sek_rozv_gj,dps_czk,dps_gj,dom_kot_czk,dom_kot_gj,dod_cena,dod_mnozstvi
Babice,Z,0.0,100.0,0.0,0.0,0.0,1.29,0.0,0.0,377.3,6401.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.30000000000007,6401.0
Batelov - DPS,J,0.0,100.0,0.0,0.0,0.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.96,356.0,290.96,356.0
Batelov - ZŠ,J,0.0,100.0,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.47,596.0,612.47,596.0
Bečov,U,0.0,100.0,0.0,0.0,0.0,1.29,0.0,0.0,252.8,12184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.8,12184.0
Bečov,U,0.0,100.0,0.0,0.0,0.0,7.05,0.0,0.0,0.0,0.0,605.0,8200.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,15500.0,0.0,0.0,0.0,0.0,0.0,0.0,605.0,23700.0
Bechyně - Písecká 761,C,0.0,0.0,100.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.39,4428.0,0.0,0.0,581.39,12301.0,581.39,14177.0,0.0,0.0,581.39,30906.0
Bělá nad Radbuzou,P,0.0,100.0,0.0,0.0,0.0,2.22,0.0,0.0,0.0,0.0,874.0,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,874.0,1860.0,0.0,0.0,0.0,0.0,764.0,4830.0,807.8356164383562,8030.0
"Benátky nad Jizerou - teplárna, Ořechová 668",S,0.0,100.0,0.0,0.0,0.0,7.7010000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697.0,22000.0,0.0,0.0,697.0,22000.0
"Benátky nad Jizerou - výtopna, Husovo nám. 39",S,0.0,100.0,0.0,0.0,0.0,1.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0,3400.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0,3400.0
Benešov,S,0.0,100.0,0.0,0.0,0.0,1.274,0.0,0.0,288.0,8355.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,8355.0
Benešov,S,0.0,100.0,0.0,0.0,0.0,37.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.76,2550.0,635.46,79000.0,0.0,0.0,634.2498835070509,81550.0
Benešov - Černoleská 1930,S,0.0,100.0,0.0,0.0,0.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,788.95,290.0,0.0,0.0,788.95,9891.0,0.0,0.0,788.95,10181.0
Benešov - Jiráskova 2042,S,0.0,100.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630.0,1652.0,630.0,1652.0
Benešov - Máchova 400,S,0.0,100.0,0.0,0.0,0.0,13.884,0.0,0.0,0.0,0.0,0.0,0.0,697.74,4282.0,0.0,0.0,0.0,0.0,0.0,0.0,697.74,2848.0,0.0,0.0,0.0,0.0,697.74,7130.0
Benešov nad Ploučnicí,U,0.0,100.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,497.56,3900.0,0.0,0.0,0.0,0.0,0.0,0.0,497.5,8115.0,0.0,0.0,0.0,0.0,497.56,860.0,497.52218252427184,12875.0
Benešov nad Ploučnicí - (DK),U,0.0,100.0,0.0,0.0,0.0,0.935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,579.49,4260.0,579.49,4260.0
Benešov nad Ploučnicí - Sídliště 652,U,0.0,100.0,0.0,0.0,0.0,0.6890000000000001,0.0,0.0,234.95,6750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.95,6750.0
Benešov u Boskovic,B,0.0,0.0,100.0,0.0,0.0,0.695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.5,3420.0,0.0,0.0,287.5,3420.0
Beroun,S,0.0,100.0,0.0,0.0,0.0,35.2,0.0,0.0,0.0,0.0,0.0,0.0,656.7,18086.0,674.93,7060.0,0.0,0.0,0.0,0.0,698.83,10105.0,709.23,80761.0,0.0,0.0,698.047470778885,116012.0
Beroun - Husovo nám. 68,S,0.0,100.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.98,1000.0,422.98,1000.0
Beroun - Lidická 785; G957 SVJ U Berounky,S,0.0,100.0,0.0,0.0,0.0,0.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,729.13,1172.0,729.13,1172.0
"Beroun - Pod Studánkou 914, kotelna Hlinky",S,0.0,100.0,0.0,0.0,0.0,5.4510000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.36,15870.0,0.0,0.0,617.29,7130.0,0.0,0.0,638.7283000000001,23000.0
Beroun - U Kasáren 813,S,0.0,100.0,0.0,0.0,0.0,0.146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.12,450.0,496.12,450.0
Beroun - U Nádraží 129,S,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,862.25,532.0,0.0,0.0,862.25,1607.0,0.0,0.0,0.0,0.0,862.25,2139.0
"Beroun - V Zahradách 1875, G538 - Rezidence Nábřeží",S,0.0,100.0,0.0,0.0,0.0,0.184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,772.79,3696.0,0.0,0.0,0.0,0.0,0.0,0.0,772.79,3696.0
Bezdružice - Na Sídlišti parc.č. 299,P,0.0,100.0,0.0,0.0,0.0,1.035,0.0,0.0,307.34,5116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.34,5116.0
Bílina - areál Doly,U,91.47,8.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.05,820.0,0.0,0.0,467.05,450.0,0.0,0.0,467.05,48290.0,0.0,0.0,0.0,0.0,467.05,49560.0
Bílovec - 17. listopadu 316,T,0.0,100.0,0.0,0.0,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.9,750.0,418.9,750.0
Bílovec - 17. listopadu 317,T,0.0,100.0,0.0,0.0,0.0,0.998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,418.9,750.0,418.9,750.0
"Bílovec - 17.listopadu 526, Gymnázium M. Koperníka",T,0.0,100.0,0.0,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.9,3070.0,398.9,3070.0
Bílovec - domovní kotelny,T,0.0,100.0,0.0,0.0,0.0,1.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.8,8720.0,515.8,8720.0
Bílovec - Dům kultury,T,0.0,100.0,0.0,0.0,0.0,0.147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,448.0,1050.0,448.0,1050.0
Bílovec - MŠ Svobodova 358/6,T,0.0,100.0,0.0,0.0,0.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,458.3,260.0,458.3,260.0
Bílovec - MŠ Wolkerova 1000/505,T,0.0,100.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,454.7,410.0,454.7,410.0
Bílovec - MŠ Zahradní 532/29,T,0.0,100.0,0.0,0.0,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.4,320.0,455.4,320.0
Bílovec - Radotínská 962,T,0.0,100.0,0.0,0.0,0.0,1.71,0.0,0.0,0.0,0.0,515.8,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,515.8,3580.0,0.0,0.0,0.0,0.0,0.0,0.0,515.8,6780.0
Bílovec - Slezské náměstí 63/3,T,0.0,100.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.3,480.0,412.3,480.0
"Bílovec - Smetanova 38, 41",T,0.0,100.0,0.0,0.0,0.0,0.075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.3,370.0,438.3,370.0
Bílovec - ZŠ Komenského 701/3,T,0.0,100.0,0.0,0.0,0.0,0.409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.9,1780.0,428.9,1780.0
"Bílovec - ZŠ Komenského 701/3, tělocvična",T,0.0,100.0,0.0,0.0,0.0,0.203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423.7,905.0,423.7,905.0
Bílovec - ZŠ Komenského 854/2,T,0.0,100.0,0.0,0.0,0.0,0.134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,475.0,360.0,475.0,360.0
Bílovec - ZŠ Ostravská 658/28,T,0.0,100.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.2,1750.0,421.2,1750.0
Bílovec - ZŠ Wolkerova 911,T,0.0,100.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.1,405.0,438.1,405.0
Blansko - 9. května 2524/45a (K 79),B,0.0,100.0,0.0,0.0,0.0,0.098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,402.45,423.0,402.45,423.0
Blansko - Antonína Dvořáka,B,0.0,100.0,0.0,0.0,0.0,0.149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.92,1071.0,574.92,1071.0
Blansko - CZT,B,0.0,100.0,0.0,0.0,0.0,21.775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.15,79000.0,0.0,0.0,552.15,79000.0
"Blansko - CZT, (KGJ)",B,0.0,100.0,0.0,0.0,0.0,1.656,0.0,0.0,298.0,20000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298.0,20000.0
Blansko - Čapkova 1721/12a (K 86),B,0.0,100.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.9,195.0,478.9,195.0
"Blansko - Divišova 2a, MŠ",B,0.0,100.0,0.0,0.0,0.0,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.96,490.0,460.96,490.0
"Blansko - Dolní Lhota 177, MŠ",B,0.0,100.0,0.0,0.0,0.0,0.106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.34,507.0,370.34,507.0
"Blansko - Dolní Lhota 87, ZŠ",B,0.0,100.0,0.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,437.1,328.0,437.1000000000001,328.0
Blansko - Dvorská 1497/20 (K 80),B,0.0,100.0,0.0,0.0,0.0,0.198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.83,1181.0,375.83,1181.0
"Blansko - Dvorská 2099/2, (Galerie)",B,0.0,100.0,0.0,0.0,0.0,0.248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.25,599.0,438.25,599.0
"Blansko - Hybešova 240/1, (Klub)",B,0.0,100.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476.46,843.0,476.46,843.0
Blansko - Hybešova 658/6 (KINO I),B,0.0,100.0,0.0,0.0,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,604.08,39.0,604.08,39.0
Blansko - Hybešova 658/6 (KINO II),B,0.0,100.0,0.0,0.0,0.0,0.22399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.78,561.0,517.78,561.0
Blansko - Mlýnská 15 (lázně),B,0.0,100.0,0.0,0.0,0.0,0.792,0.0,0.0,598.61,6620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.61,6620.0
"Blansko - Nad Čertovkou 17, ZŠ",B,0.0,100.0,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.29,816.0,466.29,816.0
Blansko - Pod Sanatorkou 3,B,0.0,100.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415.57,3983.0,415.57,3983.0
Blansko - Podlesí 1806/5 (K 87),B,0.0,100.0,0.0,0.0,0.0,0.124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,432.77,600.0,432.77,600.0
Blansko - Podlesí 1814/7 (K 91),B,0.0,100.0,0.0,0.0,0.0,0.14400000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.21,890.0,481.21,890.0
"Blansko - Rodkovského 2, ZŠ",B,0.0,100.0,0.0,0.0,0.0,0.525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.17,2011.0,395.17,2011.0
"Blansko - Rodkovského 2a, MŠ",B,0.0,100.0,0.0,0.0,0.0,0.131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.04,521.0,442.04,521.0
"Blansko - Rodkovského 2b, MŠ",B,0.0,100.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,465.12,431.0,465.12,431.0
Blansko - Sadová 149/2,B,0.0,100.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,521.52,622.0,521.52,622.0
"Blansko - Salmova 17, ZŠ",B,0.0,100.0,0.0,0.0,0.0,0.374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449.53,1351.0,449.5299999999999,1351.0
"Blansko - Seifertova 7, FÚ",B,0.0,100.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.68,744.0,430.67999999999995,744.0
Blansko - Sladkovského 2b,B,0.0,100.0,0.0,0.0,0.0,0.188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461.38,555.0,461.38,555.0
Blansko - Stařeckého 8,B,0.0,100.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.75,486.0,535.75,486.0
Blansko - Sukova 1052/6 (K 85),B,0.0,100.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,490.14,344.0,490.14,344.0
Blansko - Svitavská 1475/1a,B,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.85,472.0,0.0,0.0,1125.85,472.0
Blansko - Svitavská 2383/1b,B,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125.85,438.0,0.0,0.0,1125.85,438.0
"Blansko - Těchov 124, MŠ",B,0.0,100.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,517.3,98.0,517.3,98.0
Blansko - Těchovská 478/8 (K 89),B,0.0,100.0,0.0,0.0,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,435.04,179.0,435.04,179.0
"Blansko - Údolní 8, MŠ",B,0.0,100.0,0.0,0.0,0.0,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,466.02,591.0,466.02000000000004,591.0
Blansko - Vodní 9,B,0.0,100.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,566.82,650.0,566.82,650.0
Blatná - Čechova 90,C,0.0,100.0,0.0,0.0,0.0,0.902,0.0,0.0,226.55,10113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.54999999999998,10113.0
"Blatná - Čechova č.p. 90, Nad Lomnicí",C,0.0,100.0,0.0,0.0,0.0,8.16,0.0,0.0,0.0,0.0,589.32,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,589.32,6000.0,0.0,0.0,589.32,16000.0,0.0,0.0,589.32,25000.0
Blatná - Nad Lomnicí,C,0.0,100.0,0.0,0.0,0.0,0.5720000000000001,0.0,0.0,246.1,6612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246.1,6612.0
Bludov,M,0.0,100.0,0.0,0.0,0.0,0.18,0.0,0.0,540.5,220.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540.5,420.0,0.0,0.0,0.0,0.0,0.0,0.0,540.5,640.0
Bohumín,T,0.0,100.0,0.0,0.0,0.0,2.813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,419.18,10933.0,0.0,0.0,0.0,0.0,0.0,0.0,419.18000000000006,10933.0
Bohumín - Bezručova 1200,T,97.49,0.53,1.98,0.0,0.0,34.1,0.0,0.0,0.0,0.0,0.0,0.0,503.16,192501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.1600000000001,192501.0
Bohumín - Bezručova 300,T,0.0,0.0,0.0,0.0,100.0,4.129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.3,6810.0,0.0,0.0,0.0,0.0,0.0,0.0,301.3,6810.0
"Bohumín - nepropojené tepelné systémy pro organizační, kulturní a 
školská zařízení",T,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,608.43,12771.0,0.0,0.0,608.43,12771.0
"Bohumín - nepropojené tepelné systémy, bytový sektor",T,95.21,4.79,0.0,0.0,0.0,1.5859999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593.51,19140.0,0.0,0.0,593.51,28710.0,695.39,75243.0,621.47,6136.0,654.1567542115159,129229.0
Bohumín - Vrbice,T,0.0,0.0,0.0,0.0,100.0,0.556,0.0,0.0,99.07,6500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.07,6500.0
"Bohušovice nad Ohří - Brozanská 367, K55",U,0.0,100.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,642.98,512.0,642.98,512.0
Bohušovice nad Ohří - Terezínská 343,U,0.0,100.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,595.3,466.0,595.3,466.0
Bohušovice nad Ohří - Terezínská 345,U,0.0,100.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.29,443.0,601.29,443.0
